timestamp,device_id,vendor,device_type,interface,cpu,memory,in_octets,out_octets,errors,in_ucast_pkts,out_ucast_pkts,in_discards,out_discards,interface_speed_mbps,interface_admin_status,interface_oper_status,anomaly,anomaly_type,counter_reset
2025-01-07 20:40:00,dev_2,Fortigate,Switch,eth0,26.86,42.13,190309162.66,171006706.94,2243,255717,229810,211,136,1000,1,1,0,normal,0
2025-01-07 20:45:00,dev_2,Fortigate,Switch,eth0,29.84,44.18,190348572.08,171045720.35,2244,255777,229869,211,136,1000,1,1,0,normal,0
2025-01-07 20:50:00,dev_2,Fortigate,Switch,eth0,28.17,52.59,190409509.63,171100257.57,2245,255857,229940,211,136,1000,1,1,0,normal,0
2025-01-07 20:55:00,dev_2,Fortigate,Switch,eth0,28.08,44.8,190483223.98,171164902.27,2247,255950,230022,211,136,1000,1,1,0,normal,0
2025-01-07 21:00:00,dev_2,Fortigate,Switch,eth0,25.81,36.77,190567794.79,171236536.5,2248,256073,230126,211,136,1000,1,1,0,normal,0
2025-01-07 21:05:00,dev_2,Fortigate,Switch,eth0,31.8,41.04,190623794.0,171287776.29,2248,256156,230202,211,136,1000,1,1,0,normal,0
2025-01-07 21:10:00,dev_2,Fortigate,Switch,eth0,31.55,39.99,190671737.34,171334377.4,2248,256238,230282,211,136,1000,1,1,0,normal,0
2025-01-07 21:15:00,dev_2,Fortigate,Switch,eth0,34.47,49.51,190731702.34,171390166.65,2248,256314,230353,211,136,1000,1,1,0,normal,0
2025-01-07 21:20:00,dev_2,Fortigate,Switch,eth0,27.69,57.66,190796416.38,171458965.34,2248,256407,230452,211,136,1000,1,1,0,normal,0
2025-01-07 21:25:00,dev_2,Fortigate,Switch,eth0,35.86,51.68,190829156.08,171489363.25,2250,256450,230492,211,136,1000,1,1,0,normal,0
2025-01-07 21:30:00,dev_2,Fortigate,Switch,eth0,29.1,47.17,190882557.96,171548114.22,2251,256520,230569,211,136,1000,1,1,0,normal,0
2025-01-07 21:35:00,dev_2,Fortigate,Switch,eth0,4.65,48.43,190932406.04,171589259.54,2253,256589,230626,211,136,1000,1,1,0,normal,0
2025-01-07 21:40:00,dev_2,Fortigate,Switch,eth0,17.07,47.84,190980268.66,171629592.48,2256,256650,230677,211,136,1000,1,1,0,normal,0
2025-01-07 21:45:00,dev_2,Fortigate,Switch,eth0,39.59,52.11,191040919.93,171701726.36,2258,256737,230780,211,136,1000,1,1,0,normal,0
2025-01-07 21:50:00,dev_2,Fortigate,Switch,eth0,28.06,58.77,191123353.71,171757145.13,2258,256840,230849,211,136,1000,1,1,0,normal,0
2025-01-07 21:55:00,dev_2,Fortigate,Switch,eth0,30.17,48.9,191178207.47,171809235.15,2258,256918,230923,211,136,1000,1,1,0,normal,0
2025-01-07 22:00:00,dev_2,Fortigate,Switch,eth0,37.71,63.08,191244653.67,171857313.9,2258,256989,230974,211,136,1000,1,1,0,normal,0
2025-01-07 22:05:00,dev_2,Fortigate,Switch,eth0,30.46,59.76,191332151.97,171918600.3,2258,257141,231080,211,136,1000,1,1,0,normal,0
2025-01-07 22:10:00,dev_2,Fortigate,Switch,eth0,23.36,54.11,191424037.11,171985494.16,2261,257278,231180,211,136,1000,1,1,0,normal,0
2025-01-07 22:15:00,dev_2,Fortigate,Switch,eth0,38.34,59.3,191483413.78,172037160.04,2261,257356,231248,211,136,1000,1,1,0,normal,0
2025-01-07 22:20:00,dev_2,Fortigate,Switch,eth0,41.98,51.06,191568144.52,172120191.04,2262,257466,231356,211,136,1000,1,1,0,normal,0
2025-01-07 22:25:00,dev_2,Fortigate,Switch,eth0,37.59,38.6,191639842.37,172174989.42,2263,257601,231459,211,136,1000,1,1,0,normal,0
2025-01-07 22:30:00,dev_2,Fortigate,Switch,eth0,11.42,45.07,191725785.13,172242285.87,2264,257725,231556,211,136,1000,1,1,0,normal,0
2025-01-07 22:35:00,dev_2,Fortigate,Switch,eth0,35.82,49.93,191831732.3,172326634.09,2265,257873,231674,211,136,1000,1,1,0,normal,0
2025-01-01 00:00:00,dev_3,Cisco,Switch,eth3,44.71,64.88,359407.84,222852.39,2,425,263,0,0,1000,1,1,1,traffic_spike,0
2025-01-01 00:05:00,dev_3,Cisco,Switch,eth3,31.05,55.79,466101.18,288420.04,3,569,351,0,0,1000,1,1,0,normal,0
2025-01-01 00:10:00,dev_3,Cisco,Switch,eth3,36.66,43.06,569558.91,352520.8,3,685,423,0,0,1000,1,1,0,normal,0
2025-01-01 00:15:00,dev_3,Cisco,Switch,eth3,32.71,36.7,645691.31,433506.73,4,835,583,0,0,1000,1,1,0,normal,0
2025-01-01 00:20:00,dev_3,Cisco,Switch,eth3,22.49,53.27,720442.41,504276.07,4,914,658,0,0,1000,1,1,0,normal,0
2025-01-01 00:25:00,dev_3,Cisco,Switch,eth3,10.08,36.91,821736.66,580016.16,5,1077,779,0,0,1000,1,1,0,normal,0
2025-01-01 00:30:00,dev_3,Cisco,Switch,eth3,36.6,37.67,933642.38,696634.26,6,1207,914,0,0,1000,1,1,0,normal,0
2025-01-01 00:35:00,dev_3,Cisco,Switch,eth3,16.96,64.84,1027978.94,798468.22,6,1315,1031,0,0,1000,1,1,0,normal,0
2025-01-01 00:40:00,dev_3,Cisco,Switch,eth3,35.09,45.73,1155305.42,900538.07,7,1502,1181,0,0,1000,1,1,0,normal,0
2025-01-01 00:45:00,dev_3,Cisco,Switch,eth3,18.18,41.6,1267884.62,1014906.56,8,1667,1349,0,0,1000,1,1,0,normal,0
2025-01-01 00:50:00,dev_3,Cisco,Switch,eth3,32.25,58.06,1381267.06,1124777.62,9,1832,1509,0,0,1000,1,1,0,normal,0
2025-01-01 00:55:00,dev_3,Cisco,Switch,eth3,8.07,62.18,1501075.29,1229492.39,11,1989,1646,0,0,1000,1,1,0,normal,0
2025-01-01 01:00:00,dev_3,Cisco,Switch,eth3,43.77,32.38,1631740.8,1321492.39,11,2165,1770,0,0,1000,1,1,0,normal,0
2025-01-01 01:05:00,dev_3,Cisco,Switch,eth3,19.65,45.6,1731177.29,1438137.46,11,2301,1930,0,0,1000,1,1,0,normal,0
2025-01-01 01:10:00,dev_3,Cisco,Switch,eth3,11.77,71.93,1830592.09,1561394.98,11,2456,2122,0,0,1000,1,1,0,normal,0
2025-01-01 01:15:00,dev_3,Cisco,Switch,eth3,34.11,46.8,1912255.67,1669066.2,13,2560,2259,0,0,1000,1,1,0,normal,0
2025-01-01 01:20:00,dev_3,Cisco,Switch,eth3,23.01,56.21,2039359.36,1782340.89,15,2743,2422,0,0,1000,1,1,0,normal,0
2025-01-01 01:25:00,dev_3,Cisco,Switch,eth3,30.26,42.98,2173487.66,1877235.15,17,2952,2569,0,0,1000,1,1,0,normal,0
2025-01-01 01:30:00,dev_3,Cisco,Switch,eth3,27.9,41.05,2291257.85,1984920.3,17,3101,2705,0,0,1000,1,1,0,normal,0
2025-01-01 01:35:00,dev_3,Cisco,Switch,eth3,23.35,39.34,2409277.82,2084198.2,19,3242,2823,0,0,1000,1,1,0,normal,0
2025-01-01 01:40:00,dev_3,Cisco,Switch,eth3,36.3,50.16,2528773.48,2193793.34,21,3370,2940,0,0,1000,1,1,0,normal,0
2025-01-01 01:45:00,dev_3,Cisco,Switch,eth3,23.54,44.3,2642211.38,2301231.96,22,3498,3061,0,0,1000,1,1,0,normal,0
2025-01-01 01:50:00,dev_3,Cisco,Switch,eth3,18.52,55.61,2765477.1,2429932.5,22,3662,3232,0,0,1000,1,1,0,normal,0
2025-01-01 01:55:00,dev_3,Cisco,Switch,eth3,17.06,49.49,2885503.85,2530172.08,24,3803,3350,0,0,1000,1,1,0,normal,0
2025-01-01 02:00:00,dev_3,Cisco,Switch,eth3,18.46,43.29,3000017.77,2656000.16,26,3951,3512,0,0,1000,1,1,0,normal,0
2025-01-01 02:05:00,dev_3,Cisco,Switch,eth3,36.79,29.14,3104729.88,2742632.89,28,4098,3634,0,0,1000,1,1,0,normal,0
2025-01-01 02:10:00,dev_3,Cisco,Switch,eth3,13.15,43.48,3205439.03,2843829.25,30,4238,3775,0,0,1000,1,1,0,normal,0
2025-01-01 02:15:00,dev_3,Cisco,Switch,eth3,25.65,58.12,3313803.04,2976353.42,32,4401,3975,0,0,1000,1,1,0,normal,0
2025-01-01 02:20:00,dev_3,Cisco,Switch,eth3,29.52,44.92,3490110.38,3140409.81,35,4637,4195,0,0,1000,1,1,0,normal,0
2025-01-01 02:25:00,dev_3,Cisco,Switch,eth3,3.35,31.17,3637965.92,3267172.8,37,4809,4343,0,0,1000,1,1,1,cpu_spike,0
2025-01-01 02:30:00,dev_3,Cisco,Switch,eth3,28.35,34.22,3792585.04,3380933.41,40,5024,4501,0,0,1000,1,1,0,normal,0
2025-01-01 02:35:00,dev_3,Cisco,Switch,eth3,30.76,36.79,3916504.03,3488348.35,41,5254,4700,0,0,1000,1,1,0,normal,0
2025-01-01 02:40:00,dev_3,Cisco,Switch,eth3,21.7,28.53,4023816.28,3621685.87,42,5391,4870,0,0,1000,1,1,0,normal,0
2025-01-01 02:45:00,dev_3,Cisco,Switch,eth3,29.96,57.83,4140753.67,3744665.94,43,5535,5021,0,0,1000,1,1,0,normal,0
2025-01-01 02:50:00,dev_3,Cisco,Switch,eth3,26.39,55.04,4267850.23,3879585.02,43,5681,5176,0,1,1000,1,1,0,normal,0
2025-01-01 02:55:00,dev_3,Cisco,Switch,eth3,25.1,49.44,4285627.52,3900443.3,43,5703,5202,0,1,1000,1,1,1,traffic_drop,0
2025-01-01 03:00:00,dev_3,Cisco,Switch,eth3,24.75,32.24,4430157.46,4055989.2,43,5891,5404,0,1,1000,1,1,0,normal,0
2025-01-01 03:05:00,dev_3,Cisco,Switch,eth3,13.91,30.16,4562313.92,4189189.11,44,6071,5586,0,2,1000,1,1,0,normal,0
2025-01-01 03:10:00,dev_3,Cisco,Switch,eth3,30.52,53.51,4698654.51,4318416.54,45,6235,5742,0,2,1000,1,1,0,normal,0
2025-01-01 03:15:00,dev_3,Cisco,Switch,eth3,35.7,49.29,4851208.84,4438756.99,46,6475,5931,0,2,1000,1,1,0,normal,0
2025-01-01 03:20:00,dev_3,Cisco,Switch,eth3,28.23,51.85,4965044.48,4539231.96,46,6647,6083,0,2,1000,1,1,0,normal,0
2025-01-01 03:25:00,dev_3,Cisco,Switch,eth3,23.33,55.08,5098939.63,4638222.47,48,6829,6218,0,2,1000,1,1,0,normal,0
2025-01-01 03:30:00,dev_3,Cisco,Switch,eth3,29.81,19.55,5227244.53,4747739.39,49,7000,6364,0,2,1000,1,1,0,normal,0
2025-01-01 03:35:00,dev_3,Cisco,Switch,eth3,16.99,71.1,5347940.21,4901823.04,50,7201,6621,0,2,1000,1,1,0,normal,0
2025-01-01 03:40:00,dev_3,Cisco,Switch,eth3,19.74,56.33,5500363.0,5047068.14,52,7433,6842,0,2,1000,1,1,0,normal,0
2025-01-01 03:45:00,dev_3,Cisco,Switch,eth3,19.02,39.94,5647627.29,5169349.63,53,7626,7002,0,2,1000,1,1,0,normal,0
2025-01-01 03:50:00,dev_3,Cisco,Switch,eth3,45.73,54.08,5785090.59,5283760.68,54,7798,7145,0,2,1000,1,1,0,normal,0
2025-01-01 03:55:00,dev_3,Cisco,Switch,eth3,33.57,48.41,5916106.98,5384795.89,57,7982,7287,0,2,1000,1,1,0,normal,0
2025-01-01 04:00:00,dev_3,Cisco,Switch,eth3,35.42,36.49,6070023.14,5480903.13,58,8146,7390,0,2,1000,1,1,0,normal,0
2025-01-01 04:05:00,dev_3,Cisco,Switch,eth3,28.28,41.5,6223016.73,5586725.47,58,8477,7618,0,2,1000,1,1,0,normal,0
2025-01-01 04:10:00,dev_3,Cisco,Switch,eth3,34.77,63.88,6336301.91,5712461.54,60,8652,7812,0,2,1000,1,1,0,normal,0
2025-01-01 04:15:00,dev_3,Cisco,Switch,eth3,19.34,31.02,6467042.3,5868664.84,60,8860,8061,0,2,1000,1,1,0,normal,0
2025-01-01 04:20:00,dev_3,Cisco,Switch,eth3,31.59,48.8,6581414.99,5995638.58,61,9053,8275,0,2,1000,1,1,0,normal,0
2025-01-01 04:25:00,dev_3,Cisco,Switch,eth3,29.34,53.19,6710358.35,6149246.02,61,9231,8488,0,2,1000,1,1,0,normal,0
2025-01-01 04:30:00,dev_3,Cisco,Switch,eth3,18.81,32.43,6860904.65,6295775.8,61,9399,8651,0,2,1000,1,1,0,normal,0
2025-01-01 04:35:00,dev_3,Cisco,Switch,eth3,16.15,52.81,7007184.67,6442043.54,63,9633,8885,0,2,1000,1,1,0,normal,0
2025-01-01 04:40:00,dev_3,Cisco,Switch,eth3,29.82,50.91,7134524.98,6590338.37,66,9831,9116,0,2,1000,1,1,0,normal,0
2025-01-01 04:45:00,dev_3,Cisco,Switch,eth3,35.22,40.06,7320472.41,6750154.14,66,10032,9289,1,2,1000,1,1,0,normal,0
2025-01-01 04:50:00,dev_3,Cisco,Switch,eth3,34.95,52.52,7449538.14,6903540.37,67,10216,9508,1,2,1000,1,1,0,normal,0
2025-01-01 04:55:00,dev_3,Cisco,Switch,eth3,27.46,50.6,7589721.32,7059395.74,69,10392,9703,1,2,1000,1,1,0,normal,0
2025-01-01 05:00:00,dev_3,Cisco,Switch,eth3,36.79,75.03,7742411.32,7183599.07,70,10647,9910,1,2,1000,1,1,0,normal,0
2025-01-01 05:05:00,dev_3,Cisco,Switch,eth3,33.95,46.38,7898550.76,7329040.94,70,10851,10100,1,2,1000,1,1,0,normal,0
2025-01-01 05:10:00,dev_3,Cisco,Switch,eth3,29.28,41.01,8025613.91,7464927.44,70,11030,10291,1,2,1000,1,1,0,normal,0
2025-01-01 05:15:00,dev_3,Cisco,Switch,eth3,27.6,26.22,8158774.52,7588674.62,73,11191,10440,1,2,1000,1,1,0,normal,0
2025-01-01 05:20:00,dev_3,Cisco,Switch,eth3,45.27,48.26,8332770.76,7726508.72,74,11393,10600,1,2,1000,1,1,0,normal,0
2025-01-01 05:25:00,dev_3,Cisco,Switch,eth3,33.71,57.21,8479863.18,7844690.41,75,11585,10754,1,3,1000,1,1,0,normal,0
2025-01-01 05:30:00,dev_3,Cisco,Switch,eth3,16.28,29.1,8636009.41,8011633.14,76,11785,10968,1,3,1000,1,1,0,normal,0
2025-01-01 05:35:00,dev_3,Cisco,Switch,eth3,30.65,40.72,8792660.57,8137608.54,78,11984,11128,1,3,1000,1,1,0,normal,0
2025-01-01 05:40:00,dev_3,Cisco,Switch,eth3,26.16,30.75,8962724.75,8288894.91,79,12184,11306,1,3,1000,1,1,0,normal,0
2025-01-01 05:45:00,dev_3,Cisco,Switch,eth3,19.62,56.77,9135998.26,8421249.4,80,12420,11486,1,3,1000,1,1,0,normal,0
2025-01-01 05:50:00,dev_3,Cisco,Switch,eth3,35.07,58.91,9290924.71,8543208.49,80,12646,11664,1,3,1000,1,1,0,normal,0
2025-01-01 05:55:00,dev_3,Cisco,Switch,eth3,44.16,54.58,9456858.94,8720393.8,80,12873,11906,1,3,1000,1,1,0,normal,0
2025-01-01 06:00:00,dev_3,Cisco,Switch,eth3,30.09,41.8,9599865.61,8880667.88,80,13025,12077,1,3,1000,1,1,0,normal,0
2025-01-01 06:05:00,dev_3,Cisco,Switch,eth3,26.39,50.37,9732103.99,9028183.88,80,13189,12260,1,3,1000,1,1,0,normal,0
2025-01-01 06:10:00,dev_3,Cisco,Switch,eth3,36.67,43.27,9905324.8,9180992.63,81,13384,12432,1,3,1000,1,1,0,normal,0
2025-01-01 06:15:00,dev_3,Cisco,Switch,eth3,25.16,39.82,10056266.19,9311074.85,81,13574,12595,1,3,1000,1,1,0,normal,0
2025-01-01 06:20:00,dev_3,Cisco,Switch,eth3,30.34,49.82,10193879.67,9426304.67,82,13780,12767,1,3,1000,1,1,0,normal,0
2025-01-01 06:25:00,dev_3,Cisco,Switch,eth3,16.79,39.18,10358313.41,9606965.86,82,13982,12989,1,3,1000,1,1,0,normal,0
2025-01-01 06:30:00,dev_3,Cisco,Switch,eth3,25.08,39.18,10521488.27,9761529.84,83,14205,13200,1,3,1000,1,1,0,normal,0
2025-01-01 06:35:00,dev_3,Cisco,Switch,eth3,16.99,31.19,10633921.92,9855873.07,83,14360,13330,1,3,1000,1,1,0,normal,0
2025-01-01 06:40:00,dev_3,Cisco,Switch,eth3,32.0,59.17,10775011.17,9964803.36,83,14564,13487,1,3,1000,1,1,0,normal,0
2025-01-01 06:45:00,dev_3,Cisco,Switch,eth3,33.18,52.6,10918399.67,10116136.47,85,14732,13664,1,3,1000,1,1,0,normal,0
2025-01-01 06:50:00,dev_3,Cisco,Switch,eth3,20.96,40.03,11054781.58,10220000.84,88,14939,13822,1,3,1000,1,1,0,normal,0
2025-01-01 06:55:00,dev_3,Cisco,Switch,eth3,16.39,52.24,11219110.19,10380105.16,88,15148,14026,1,3,1000,1,1,0,normal,0
2025-01-01 07:00:00,dev_3,Cisco,Switch,eth3,22.41,39.05,11382330.15,10528374.62,90,15382,14239,1,3,1000,1,1,0,normal,0
2025-01-01 07:05:00,dev_3,Cisco,Switch,eth3,38.12,54.75,11535086.29,10685415.51,91,15594,14456,1,3,1000,1,1,0,normal,0
2025-01-01 07:10:00,dev_3,Cisco,Switch,eth3,19.43,67.86,11671062.74,10796441.72,91,15772,14601,1,3,1000,1,1,0,normal,0
2025-01-01 07:15:00,dev_3,Cisco,Switch,eth3,24.35,37.47,11841558.41,10917189.91,92,15991,14756,1,3,1000,1,1,0,normal,0
2025-01-01 07:20:00,dev_3,Cisco,Switch,eth3,29.75,50.51,11990146.4,11077359.84,92,16159,14937,1,3,1000,1,1,0,normal,0
2025-01-01 07:25:00,dev_3,Cisco,Switch,eth3,30.79,38.94,12138731.55,11179334.81,93,16324,15050,1,3,1000,1,1,0,normal,0
2025-01-01 07:30:00,dev_3,Cisco,Switch,eth3,33.23,58.17,12257663.33,11327020.7,93,16509,15280,1,3,1000,1,1,0,normal,0
2025-01-01 07:35:00,dev_3,Cisco,Switch,eth3,14.54,48.85,12417725.16,11491791.88,95,16708,15485,1,3,1000,1,1,0,normal,0
2025-01-01 07:40:00,dev_3,Cisco,Switch,eth3,25.6,49.23,12549053.28,11644393.75,96,16866,15669,1,3,1000,1,1,0,normal,0
2025-01-01 07:45:00,dev_3,Cisco,Switch,eth3,22.43,34.54,12673363.99,11774246.56,97,17053,15864,1,3,1000,1,1,0,normal,0
2025-01-01 07:50:00,dev_3,Cisco,Switch,eth3,37.75,40.09,12796281.04,11886725.46,99,17206,16004,1,3,1000,1,1,0,normal,0
2025-01-01 07:55:00,dev_3,Cisco,Switch,eth3,29.18,42.81,12940168.97,12014221.31,99,17413,16187,1,3,1000,1,1,0,normal,0
2025-01-01 08:00:00,dev_3,Cisco,Switch,eth3,34.16,35.12,13087308.81,12160260.05,100,17627,16399,1,3,1000,1,1,0,normal,0
2025-01-01 08:05:00,dev_3,Cisco,Switch,eth3,27.39,51.13,13264988.44,12281098.64,100,17922,16599,2,3,1000,1,1,0,normal,0
2025-01-01 08:10:00,dev_3,Cisco,Switch,eth3,28.81,54.03,13384095.1,12402907.96,101,18084,16765,2,3,1000,1,1,0,normal,0
2025-01-01 08:15:00,dev_3,Cisco,Switch,eth3,24.37,32.98,13510707.51,12516747.25,102,18260,16923,3,4,1000,1,1,0,normal,0
2025-01-01 08:20:00,dev_3,Cisco,Switch,eth3,24.73,55.66,13630497.25,12640124.08,102,18418,17086,3,4,1000,1,1,0,normal,0
2025-01-01 08:25:00,dev_3,Cisco,Switch,eth3,20.72,40.58,13760891.45,12749190.16,103,18578,17220,3,4,1000,1,1,0,normal,0
2025-01-01 08:30:00,dev_3,Cisco,Switch,eth3,29.02,39.16,13917885.92,12872145.69,103,18787,17384,3,4,1000,1,1,0,normal,0
2025-01-01 08:35:00,dev_3,Cisco,Switch,eth3,25.79,65.56,14033491.25,13015903.85,104,18919,17548,3,4,1000,1,1,0,normal,0
2025-01-01 08:40:00,dev_3,Cisco,Switch,eth3,27.02,57.67,14144040.65,13159053.15,104,19051,17719,3,4,1000,1,1,0,normal,0
2025-01-01 08:45:00,dev_3,Cisco,Switch,eth3,17.45,57.29,14247543.63,13269414.45,105,19192,17869,3,4,1000,1,1,0,normal,0
2025-01-01 08:50:00,dev_3,Cisco,Switch,eth3,23.7,44.14,14402170.97,13386752.34,107,19378,18010,3,4,1000,1,1,0,normal,0
2025-01-01 08:55:00,dev_3,Cisco,Switch,eth3,21.32,57.11,14512520.75,13525931.23,108,19523,18193,3,5,1000,1,1,0,normal,0
2025-01-01 09:00:00,dev_3,Cisco,Switch,eth3,36.57,48.64,14660747.55,13644614.51,189,19715,18347,32,19,1000,1,1,1,error_burst,0
2025-01-01 09:05:00,dev_3,Cisco,Switch,eth3,32.6,58.07,14802440.04,13781780.12,190,19889,18516,32,19,1000,1,1,0,normal,0
2025-01-01 09:10:00,dev_3,Cisco,Switch,eth3,32.54,38.1,14916503.57,13885238.81,190,20071,18681,32,19,1000,1,1,0,normal,0
2025-01-01 09:15:00,dev_3,Cisco,Switch,eth3,32.67,50.8,15065121.57,14022441.17,191,20262,18857,32,19,1000,1,1,0,normal,0
2025-01-01 09:20:00,dev_3,Cisco,Switch,eth3,15.52,56.05,15184251.89,14128106.03,192,20441,19015,32,19,1000,1,1,0,normal,0
2025-01-01 09:25:00,dev_3,Cisco,Switch,eth3,19.72,38.23,15345436.4,14269939.27,194,20692,19236,32,19,1000,1,1,0,normal,0
2025-01-01 09:30:00,dev_3,Cisco,Switch,eth3,12.94,59.49,15496605.89,14371076.5,195,20899,19374,32,19,1000,1,1,0,normal,0
2025-01-01 09:35:00,dev_3,Cisco,Switch,eth3,36.75,40.99,15636771.33,14492326.81,195,21050,19504,32,19,1000,1,1,0,normal,0
2025-01-01 09:40:00,dev_3,Cisco,Switch,eth3,23.29,50.81,15782948.05,14592716.78,195,21265,19651,32,20,1000,1,1,0,normal,0
2025-01-01 09:45:00,dev_3,Cisco,Switch,eth3,25.43,39.01,15898033.87,14750484.79,195,21422,19866,32,20,1000,1,1,0,normal,0
2025-01-01 09:50:00,dev_3,Cisco,Switch,eth3,35.08,28.73,16039738.25,14885096.37,196,21597,20032,32,20,1000,1,1,0,normal,0
2025-01-01 09:55:00,dev_3,Cisco,Switch,eth3,22.8,51.1,16188705.61,15003526.64,197,21789,20185,32,20,1000,1,1,0,normal,0
2025-01-01 10:00:00,dev_3,Cisco,Switch,eth3,20.21,54.56,16297543.43,15140923.02,197,21932,20365,32,20,1000,1,1,0,normal,0
2025-01-01 10:05:00,dev_3,Cisco,Switch,eth3,24.56,51.27,16444735.73,15271955.03,200,22126,20538,33,20,1000,1,1,0,normal,0
2025-01-01 10:10:00,dev_3,Cisco,Switch,eth3,24.21,41.33,16555684.6,15409919.66,202,22278,20727,33,20,1000,1,1,0,normal,0
2025-01-01 10:15:00,dev_3,Cisco,Switch,eth3,13.9,59.05,16666112.53,15523306.05,203,22440,20893,33,20,1000,1,1,0,normal,0
2025-01-01 10:20:00,dev_3,Cisco,Switch,eth3,34.57,39.45,16782332.21,15640936.98,205,22612,21067,33,20,1000,1,1,0,normal,0
2025-01-01 10:25:00,dev_3,Cisco,Switch,eth3,29.11,38.26,16919104.97,15760469.51,208,22783,21216,33,20,1000,1,1,0,normal,0
2025-01-01 10:30:00,dev_3,Cisco,Switch,eth3,16.27,41.49,17015170.02,15868352.48,209,22886,21332,33,20,1000,1,1,0,normal,0
2025-01-01 10:35:00,dev_3,Cisco,Switch,eth3,24.31,39.94,17113902.23,15966867.46,209,23032,21477,33,20,1000,1,1,0,normal,0
2025-01-01 10:40:00,dev_3,Cisco,Switch,eth3,24.35,40.55,17258135.99,16071354.23,210,23236,21625,34,20,1000,1,1,0,normal,0
2025-01-01 10:45:00,dev_3,Cisco,Switch,eth3,28.89,46.46,17411384.73,16166708.76,210,23424,21742,34,20,1000,1,1,0,normal,0
2025-01-01 10:50:00,dev_3,Cisco,Switch,eth3,33.67,35.47,17518802.01,16260016.1,211,23569,21868,34,20,1000,1,1,0,normal,0
2025-01-01 10:55:00,dev_3,Cisco,Switch,eth3,31.63,36.67,17626049.22,16390672.19,212,23706,22034,34,20,1000,1,1,0,normal,0
2025-01-01 11:00:00,dev_3,Cisco,Switch,eth3,23.42,34.88,17742911.28,16474000.45,213,23856,22141,35,20,1000,1,1,0,normal,0
2025-01-01 11:05:00,dev_3,Cisco,Switch,eth3,28.05,41.98,17839065.27,16557593.7,215,23987,22255,36,20,1000,1,1,0,normal,0
2025-01-01 11:10:00,dev_3,Cisco,Switch,eth3,39.14,36.82,17933800.2,16620821.39,218,24101,22331,36,20,1000,1,1,0,normal,0
2025-01-01 11:15:00,dev_3,Cisco,Switch,eth3,20.44,46.94,18028010.71,16709961.68,220,24218,22442,36,20,1000,1,1,0,normal,0
2025-01-01 11:20:00,dev_3,Cisco,Switch,eth3,11.35,44.11,18119418.6,16796658.96,221,24337,22555,36,20,1000,1,1,0,normal,0
2025-01-01 11:25:00,dev_3,Cisco,Switch,eth3,19.19,54.12,18229067.51,16891173.78,221,24492,22688,36,20,1000,1,1,0,normal,0
2025-01-01 11:30:00,dev_3,Cisco,Switch,eth3,24.44,42.27,18361540.17,16983475.44,222,24651,22798,36,21,1000,1,1,0,normal,0
2025-01-01 11:35:00,dev_3,Cisco,Switch,eth3,36.99,36.99,18467131.97,17069937.76,222,24775,22900,36,21,1000,1,1,0,normal,0
2025-01-01 11:40:00,dev_3,Cisco,Switch,eth3,24.96,49.61,18557567.76,17137881.52,223,24909,23001,36,21,1000,1,1,0,normal,0
2025-01-01 11:45:00,dev_3,Cisco,Switch,eth3,22.69,29.23,18676748.15,17246359.01,224,25035,23115,36,21,1000,1,1,0,normal,0
2025-01-01 11:50:00,dev_3,Cisco,Switch,eth3,30.12,32.41,18768772.26,17342255.65,226,25142,23227,36,21,1000,1,1,0,normal,0
2025-01-01 11:55:00,dev_3,Cisco,Switch,eth3,44.37,39.15,18845680.24,17421916.03,228,25241,23330,36,21,1000,1,1,0,normal,0
2025-01-01 12:00:00,dev_3,Cisco,Switch,eth3,16.41,61.71,18930339.25,17502237.26,229,25354,23437,36,21,1000,1,1,0,normal,0
2025-01-01 12:05:00,dev_3,Cisco,Switch,eth3,25.25,35.44,19033993.03,17572127.51,230,25474,23518,36,21,1000,1,1,0,normal,0
2025-01-01 12:10:00,dev_3,Cisco,Switch,eth3,28.6,62.43,19151125.45,17674309.94,230,25641,23664,36,21,1000,1,1,0,normal,0
2025-01-01 12:15:00,dev_3,Cisco,Switch,eth3,32.72,59.7,19256754.02,17760389.92,231,25801,23794,36,21,1000,1,1,0,normal,0
2025-01-01 12:20:00,dev_3,Cisco,Switch,eth3,31.56,40.09,19354698.45,17857775.03,231,25935,23927,36,21,1000,1,1,0,normal,0
2025-01-01 12:25:00,dev_3,Cisco,Switch,eth3,30.82,59.65,19458550.66,17931469.7,232,26085,24033,37,21,1000,1,1,0,normal,0
2025-01-01 12:30:00,dev_3,Cisco,Switch,eth3,35.77,31.6,19563364.78,18024510.25,232,26225,24157,37,21,1000,1,1,0,normal,0
2025-01-01 12:35:00,dev_3,Cisco,Switch,eth3,23.03,26.47,19661199.97,18129126.69,234,26363,24305,37,21,1000,1,1,0,normal,0
2025-01-01 12:40:00,dev_3,Cisco,Switch,eth3,24.37,58.4,19746505.91,18203850.91,235,26510,24434,37,21,1000,1,1,0,normal,0
2025-01-01 12:45:00,dev_3,Cisco,Switch,eth3,37.23,43.82,19831456.29,18282029.35,235,26616,24532,37,21,1000,1,1,0,normal,0
2025-01-01 12:50:00,dev_3,Cisco,Switch,eth3,16.85,61.77,19909816.03,18335878.54,236,26733,24613,37,21,1000,1,1,0,normal,0
