device_id,device_window_index,window_start,window_end,source_anomaly_label,sequence_length,reconstruction_error,threshold,error_margin,predicted_anomaly,top_error_feature,top_error_timestep_offset,feature_error_cpu,feature_error_memory,feature_error_in_octets,feature_error_out_octets,feature_error_errors,detection_basis
dev_12,211,2025-01-01 17:35:00,2025-01-01 18:20:00,0,10,0.0055842674,0.016955720726400614,-0.011371453292667866,0,errors,5,0.003656438,0.007389763,0.0009743287,0.0013145701,0.014586237,error 0.005584 stayed below threshold 0.016956; highest contribution from errors at window step 5
dev_12,212,2025-01-01 17:40:00,2025-01-01 18:25:00,0,10,0.0060136556,0.016955720726400614,-0.01094206515699625,0,errors,4,0.004741137,0.007640635,0.0012998221,0.0015350864,0.0148516,error 0.006014 stayed below threshold 0.016956; highest contribution from errors at window step 4
dev_12,213,2025-01-01 17:45:00,2025-01-01 18:30:00,0,10,0.0071668564,0.016955720726400614,-0.00978886429220438,0,errors,8,0.010819521,0.0067982064,0.0015660658,0.0013276236,0.015322869,error 0.007167 stayed below threshold 0.016956; highest contribution from errors at window step 8
dev_12,214,2025-01-01 17:50:00,2025-01-01 18:35:00,0,10,0.007371464,0.016955720726400614,-0.009584256913512945,0,errors,7,0.009762672,0.009655369,0.0015555497,0.0013378493,0.014545882,error 0.007371 stayed below threshold 0.016956; highest contribution from errors at window step 7
dev_12,215,2025-01-01 17:55:00,2025-01-01 18:40:00,0,10,0.0066623767,0.016955720726400614,-0.010293344035744667,0,errors,1,0.010439035,0.0055115013,0.001562733,0.0016159846,0.01418263,error 0.006662 stayed below threshold 0.016956; highest contribution from errors at window step 1
dev_12,216,2025-01-01 18:00:00,2025-01-01 18:45:00,0,10,0.006229828,0.016955720726400614,-0.01072589261457324,0,errors,6,0.010156693,0.0054789735,0.0010417791,0.000672971,0.013798724,error 0.006230 stayed below threshold 0.016956; highest contribution from errors at window step 6
dev_12,217,2025-01-01 18:05:00,2025-01-01 18:50:00,0,10,0.006071331,0.016955720726400614,-0.010884389746934175,0,cpu,4,0.010656098,0.00799775,0.0015150803,0.00064605294,0.00954167,error 0.006071 stayed below threshold 0.016956; highest contribution from cpu at window step 4
dev_12,218,2025-01-01 18:10:00,2025-01-01 18:55:00,0,10,0.0062768944,0.016955720726400614,-0.010678826365619898,0,errors,4,0.010299328,0.007363826,0.0012929408,0.0007343866,0.011693992,error 0.006277 stayed below threshold 0.016956; highest contribution from errors at window step 4
dev_12,219,2025-01-01 18:15:00,2025-01-01 19:00:00,0,10,0.005714382,0.016955720726400614,-0.011241338681429625,0,cpu,7,0.010219714,0.0063310103,0.0012450353,0.0006882848,0.010087868,error 0.005714 stayed below threshold 0.016956; highest contribution from cpu at window step 7
dev_12,220,2025-01-01 18:20:00,2025-01-01 19:05:00,0,10,0.0058692764,0.016955720726400614,-0.01108644437044859,0,cpu,6,0.012129359,0.0049059107,0.0012777478,0.00078756764,0.010245794,error 0.005869 stayed below threshold 0.016956; highest contribution from cpu at window step 6
dev_12,221,2025-01-01 18:25:00,2025-01-01 19:10:00,0,10,0.005534867,0.016955720726400614,-0.011420853901654482,0,cpu,5,0.012159065,0.0043812557,0.0013081466,0.0007965436,0.009029324,error 0.005535 stayed below threshold 0.016956; highest contribution from cpu at window step 5
dev_12,222,2025-01-01 18:30:00,2025-01-01 19:15:00,0,10,0.0046797805,0.016955720726400614,-0.012275940272957087,0,cpu,4,0.008558813,0.0036895121,0.0015075777,0.0012062242,0.008436777,error 0.004680 stayed below threshold 0.016956; highest contribution from cpu at window step 4
dev_12,223,2025-01-01 18:35:00,2025-01-01 19:20:00,0,10,0.0038542205,0.016955720726400614,-0.013101500226184726,0,errors,3,0.006008393,0.002046325,0.0010343448,0.0009737485,0.009208292,error 0.003854 stayed below threshold 0.016956; highest contribution from errors at window step 3
dev_12,224,2025-01-01 18:40:00,2025-01-01 19:25:00,0,10,0.00341263,0.016955720726400614,-0.013543090783059597,0,errors,2,0.0056852205,0.0022890824,0.0009772793,0.0011886226,0.006922944,error 0.003413 stayed below threshold 0.016956; highest contribution from errors at window step 2
dev_12,225,2025-01-01 18:45:00,2025-01-01 19:30:00,0,10,0.003927487,0.016955720726400614,-0.013028233777731657,0,errors,1,0.005641554,0.0018104479,0.0019868556,0.001970971,0.008227607,error 0.003927 stayed below threshold 0.016956; highest contribution from errors at window step 1
dev_12,226,2025-01-01 18:50:00,2025-01-01 19:35:00,0,10,0.0036595748,0.016955720726400614,-0.01329614594578743,0,errors,0,0.005332395,0.00237472,0.001670508,0.00226141,0.006658841,error 0.003660 stayed below threshold 0.016956; highest contribution from errors at window step 0
dev_12,227,2025-01-01 18:55:00,2025-01-01 19:40:00,0,10,0.0041090827,0.016955720726400614,-0.012846637982875109,0,errors,8,0.004351515,0.005688019,0.0019445528,0.0021962838,0.0063650412,error 0.004109 stayed below threshold 0.016956; highest contribution from errors at window step 8
dev_12,228,2025-01-01 19:00:00,2025-01-01 19:45:00,0,10,0.0052182064,0.016955720726400614,-0.011737514287233353,0,errors,8,0.0042636897,0.0074990033,0.0018006212,0.0021781062,0.010349615,error 0.005218 stayed below threshold 0.016956; highest contribution from errors at window step 8
dev_12,229,2025-01-01 19:05:00,2025-01-01 19:50:00,0,10,0.0069346796,0.016955720726400614,-0.01002104114741087,0,cpu,7,0.01098199,0.007825131,0.002388183,0.0028220848,0.010656009,error 0.006935 stayed below threshold 0.016956; highest contribution from cpu at window step 7
dev_12,230,2025-01-01 19:10:00,2025-01-01 19:55:00,0,10,0.0073082447,0.016955720726400614,-0.009647476021200418,0,cpu,8,0.012728135,0.008590756,0.0022365807,0.0025556157,0.010430137,error 0.007308 stayed below threshold 0.016956; highest contribution from cpu at window step 8
dev_12,231,2025-01-01 19:15:00,2025-01-01 20:00:00,0,10,0.0079629775,0.016955720726400614,-0.008992743212729692,0,cpu,5,0.013826015,0.00816326,0.0020656711,0.0032381595,0.012521776,error 0.007963 stayed below threshold 0.016956; highest contribution from cpu at window step 5
dev_12,232,2025-01-01 19:20:00,2025-01-01 20:05:00,0,10,0.008344356,0.016955720726400614,-0.008611364755779505,0,cpu,7,0.014810532,0.009036731,0.0020591866,0.00313478,0.012680551,error 0.008344 stayed below threshold 0.016956; highest contribution from cpu at window step 7
dev_12,233,2025-01-01 19:25:00,2025-01-01 20:10:00,0,10,0.009395036,0.016955720726400614,-0.007560684811323881,0,cpu,3,0.015485248,0.014368044,0.0020281186,0.002955887,0.012137879,error 0.009395 stayed below threshold 0.016956; highest contribution from cpu at window step 3
dev_12,234,2025-01-01 19:30:00,2025-01-01 20:15:00,0,10,0.009649876,0.016955720726400614,-0.0073058451525866985,0,memory,2,0.015085767,0.016072307,0.002880327,0.003726958,0.010484018,error 0.009650 stayed below threshold 0.016956; highest contribution from memory at window step 2
dev_12,235,2025-01-01 19:35:00,2025-01-01 20:20:00,0,10,0.010399968,0.016955720726400614,-0.0065557523630559444,0,memory,1,0.014694515,0.017370114,0.003541977,0.0047195787,0.011673655,error 0.010400 stayed below threshold 0.016956; highest contribution from memory at window step 1
dev_12,236,2025-01-01 19:40:00,2025-01-01 20:25:00,0,10,0.009625257,0.016955720726400614,-0.007330463733524084,0,memory,2,0.0146974055,0.015216209,0.0037229396,0.0051611234,0.009328604,error 0.009625 stayed below threshold 0.016956; highest contribution from memory at window step 2
dev_12,237,2025-01-01 19:45:00,2025-01-01 20:30:00,0,10,0.009032927,0.016955720726400614,-0.0079227932728827,0,cpu,2,0.015872223,0.013585175,0.0038196319,0.0052546863,0.006632919,error 0.009033 stayed below threshold 0.016956; highest contribution from cpu at window step 2
dev_12,238,2025-01-01 19:50:00,2025-01-01 20:35:00,0,10,0.008847428,0.016955720726400614,-0.008108293171972036,0,cpu,1,0.0137036145,0.01166074,0.004886275,0.004865803,0.009120706,error 0.008847 stayed below threshold 0.016956; highest contribution from cpu at window step 1
dev_12,239,2025-01-01 19:55:00,2025-01-01 20:40:00,0,10,0.008012466,0.016955720726400614,-0.008943254593759775,0,memory,0,0.009695513,0.011795001,0.005260087,0.0048992475,0.008412484,error 0.008012 stayed below threshold 0.016956; highest contribution from memory at window step 0
dev_12,240,2025-01-01 20:00:00,2025-01-01 20:45:00,0,10,0.0065999413,0.016955720726400614,-0.010355779435485601,0,memory,2,0.002424533,0.014160556,0.005069738,0.0049046865,0.006440191,error 0.006600 stayed below threshold 0.016956; highest contribution from memory at window step 2
dev_12,241,2025-01-01 20:05:00,2025-01-01 20:50:00,0,10,0.006722223,0.016955720726400614,-0.010233497712761164,0,memory,8,0.004865327,0.0105883535,0.004428895,0.0039468966,0.009781639,error 0.006722 stayed below threshold 0.016956; highest contribution from memory at window step 8
dev_12,242,2025-01-01 20:10:00,2025-01-01 20:55:00,0,10,0.0058943015,0.016955720726400614,-0.011061419267207384,0,errors,7,0.006050063,0.0033034072,0.0044744103,0.004095667,0.0115479585,error 0.005894 stayed below threshold 0.016956; highest contribution from errors at window step 7
dev_12,243,2025-01-01 20:15:00,2025-01-01 21:00:00,0,10,0.0058130054,0.016955720726400614,-0.011142715346068144,0,errors,7,0.00524858,0.0036511817,0.0046025272,0.0045222845,0.011040454,error 0.005813 stayed below threshold 0.016956; highest contribution from errors at window step 7
dev_12,244,2025-01-01 20:20:00,2025-01-01 21:05:00,0,10,0.00481111,0.016955720726400614,-0.01214461075142026,0,errors,6,0.0051372615,0.0035454645,0.002766274,0.0014993232,0.011107229,error 0.004811 stayed below threshold 0.016956; highest contribution from errors at window step 6
dev_12,245,2025-01-01 20:25:00,2025-01-01 21:10:00,0,10,0.004534779,0.016955720726400614,-0.012420941609889269,0,errors,5,0.004430241,0.0035924718,0.002266725,0.0013427618,0.011041695,error 0.004535 stayed below threshold 0.016956; highest contribution from errors at window step 5
dev_12,246,2025-01-01 20:30:00,2025-01-01 21:15:00,0,10,0.0055761673,0.016955720726400614,-0.011379553470760584,0,errors,4,0.003977394,0.008215696,0.002495405,0.0015996818,0.011592658,error 0.005576 stayed below threshold 0.016956; highest contribution from errors at window step 4
dev_12,247,2025-01-01 20:35:00,2025-01-01 21:20:00,1,10,0.010138463,0.016955720726400614,-0.00681725749745965,0,cpu,9,0.019276127,0.0061096875,0.008293092,0.0064124437,0.010600965,error 0.010138 stayed below threshold 0.016956; highest contribution from cpu at window step 9
dev_12,248,2025-01-01 20:40:00,2025-01-01 21:25:00,0,10,0.011124444,0.016955720726400614,-0.005831276532262564,0,cpu,8,0.022600008,0.007629229,0.007646017,0.006207631,0.011539333,error 0.011124 stayed below threshold 0.016956; highest contribution from cpu at window step 8
dev_12,249,2025-01-01 20:45:00,2025-01-01 21:30:00,0,10,0.011441507,0.016955720726400614,-0.005514213349670172,0,cpu,7,0.02220308,0.0077346815,0.0077810236,0.007752014,0.011736741,error 0.011442 stayed below threshold 0.016956; highest contribution from cpu at window step 7
dev_12,250,2025-01-01 20:50:00,2025-01-01 21:35:00,0,10,0.010550822,0.016955720726400614,-0.0064048985950648785,0,cpu,6,0.02500555,0.0061053904,0.007903432,0.007852608,0.005887135,error 0.010551 stayed below threshold 0.016956; highest contribution from cpu at window step 6
dev_12,251,2025-01-01 20:55:00,2025-01-01 21:40:00,1,10,0.0128299305,0.016955720726400614,-0.0041257902048528194,0,cpu,5,0.027050018,0.006812488,0.010884462,0.010470754,0.008931929,error 0.012830 stayed below threshold 0.016956; highest contribution from cpu at window step 5
dev_12,252,2025-01-01 21:00:00,2025-01-01 21:45:00,0,10,0.017032705,0.016955720726400614,7.698452100157738e-05,1,errors,8,0.025761183,0.0044950237,0.014047429,0.01345547,0.027404413,error 0.017033 exceeded threshold 0.016956 by 0.000077; highest contribution from errors at window step 8
dev_12,253,2025-01-01 21:05:00,2025-01-01 21:50:00,0,10,0.019161098,0.016955720726400614,0.0022053769789636135,1,cpu,7,0.031773783,0.004399094,0.014776697,0.014433689,0.030422226,error 0.019161 exceeded threshold 0.016956 by 0.002205; highest contribution from cpu at window step 7
dev_12,254,2025-01-01 21:10:00,2025-01-01 21:55:00,0,10,0.0212676,0.016955720726400614,0.0043118796311318874,1,cpu,6,0.039436873,0.005718736,0.0148072215,0.014509725,0.031865448,error 0.021268 exceeded threshold 0.016956 by 0.004312; highest contribution from cpu at window step 6
dev_12,255,2025-01-01 21:15:00,2025-01-01 22:00:00,0,10,0.020146241,0.016955720726400614,0.0031905206851661205,1,cpu,5,0.037882943,0.0063373344,0.014379052,0.0143508,0.02778108,error 0.020146 exceeded threshold 0.016956 by 0.003191; highest contribution from cpu at window step 5
dev_12,256,2025-01-01 21:20:00,2025-01-01 22:05:00,0,10,0.017759962,0.016955720726400614,0.0008042412810027599,1,cpu,4,0.036359027,0.005588883,0.011370586,0.0118655,0.02361582,error 0.017760 exceeded threshold 0.016956 by 0.000804; highest contribution from cpu at window step 4
dev_12,257,2025-01-01 21:25:00,2025-01-01 22:10:00,0,10,0.015937135,0.016955720726400614,-0.001018586102873087,0,cpu,3,0.02877363,0.009510322,0.008198354,0.008316313,0.024887057,error 0.015937 stayed below threshold 0.016956; highest contribution from cpu at window step 3
dev_12,258,2025-01-01 21:30:00,2025-01-01 22:15:00,0,10,0.01673949,0.016955720726400614,-0.00021623121574521065,0,errors,2,0.024642743,0.0096084485,0.008753269,0.010453166,0.030239824,error 0.016739 stayed below threshold 0.016956; highest contribution from errors at window step 2
dev_12,259,2025-01-01 21:35:00,2025-01-01 22:20:00,0,10,0.018011814,0.016955720726400614,0.001056093256920576,1,errors,1,0.022576032,0.011511402,0.00864795,0.007899097,0.039424587,error 0.018012 exceeded threshold 0.016956 by 0.001056; highest contribution from errors at window step 1
dev_12,260,2025-01-01 21:40:00,2025-01-01 22:25:00,0,10,0.019105649,0.016955720726400614,0.002149927895516157,1,errors,0,0.028420696,0.014428154,0.008862106,0.008712916,0.035104375,error 0.019106 exceeded threshold 0.016956 by 0.002150; highest contribution from errors at window step 0
dev_12,261,2025-01-01 21:45:00,2025-01-01 22:30:00,0,10,0.014032504,0.016955720726400614,-0.002923217136412859,0,cpu,8,0.03404119,0.011365114,0.0035331447,0.004011996,0.01721107,error 0.014033 stayed below threshold 0.016956; highest contribution from cpu at window step 8
dev_12,262,2025-01-01 21:50:00,2025-01-01 22:35:00,0,10,0.012989407,0.016955720726400614,-0.003966313321143389,0,cpu,5,0.02641814,0.01162795,0.0032533915,0.003597594,0.02004997,error 0.012989 stayed below threshold 0.016956; highest contribution from cpu at window step 5
dev_12,263,2025-01-01 21:55:00,2025-01-01 22:40:00,0,10,0.013548959,0.016955720726400614,-0.0034067616797983646,0,cpu,4,0.026981289,0.012561587,0.004271622,0.0037922673,0.020138029,error 0.013549 stayed below threshold 0.016956; highest contribution from cpu at window step 4
dev_12,264,2025-01-01 22:00:00,2025-01-01 22:45:00,0,10,0.0133464625,0.016955720726400614,-0.0036092582158744335,0,cpu,3,0.02443969,0.013379368,0.004133717,0.0043284334,0.020451099,error 0.013346 stayed below threshold 0.016956; highest contribution from cpu at window step 3
dev_12,265,2025-01-01 22:05:00,2025-01-01 22:50:00,0,10,0.013464208,0.016955720726400614,-0.003491512965410948,0,errors,4,0.022614103,0.01299007,0.0027145012,0.0052600577,0.023742305,error 0.013464 stayed below threshold 0.016956; highest contribution from errors at window step 4
dev_12,266,2025-01-01 22:10:00,2025-01-01 22:55:00,0,10,0.012922006,0.016955720726400614,-0.00403371499851346,0,errors,1,0.021357317,0.0097864475,0.0026104702,0.00634111,0.024514686,error 0.012922 stayed below threshold 0.016956; highest contribution from errors at window step 1
dev_12,267,2025-01-01 22:15:00,2025-01-01 23:00:00,0,10,0.012715981,0.016955720726400614,-0.0042397393845021725,0,errors,2,0.021722572,0.010208597,0.0021858802,0.0059288125,0.023534048,error 0.012716 stayed below threshold 0.016956; highest contribution from errors at window step 2
dev_12,268,2025-01-01 22:20:00,2025-01-01 23:05:00,0,10,0.010793544,0.016955720726400614,-0.006162176374346018,0,cpu,1,0.022389818,0.01058478,0.0014913194,0.005267823,0.014233978,error 0.010794 stayed below threshold 0.016956; highest contribution from cpu at window step 1
dev_12,269,2025-01-01 22:25:00,2025-01-01 23:10:00,0,10,0.011619976,0.016955720726400614,-0.005335744936019182,0,cpu,1,0.024337694,0.010133203,0.0017804544,0.0069372975,0.014911225,error 0.011620 stayed below threshold 0.016956; highest contribution from cpu at window step 1
dev_12,270,2025-01-01 22:30:00,2025-01-01 23:15:00,0,10,0.009678341,0.016955720726400614,-0.007277379278093576,0,errors,3,0.013693864,0.009520255,0.0018581791,0.0066120937,0.01670732,error 0.009678 stayed below threshold 0.016956; highest contribution from errors at window step 3
dev_12,271,2025-01-01 22:35:00,2025-01-01 23:20:00,0,10,0.007993877,0.016955720726400614,-0.0089618437923491,0,errors,7,0.0070490167,0.008586616,0.0015671679,0.0060703163,0.01669627,error 0.007994 stayed below threshold 0.016956; highest contribution from errors at window step 7
dev_12,272,2025-01-01 22:40:00,2025-01-01 23:25:00,0,10,0.009759864,0.016955720726400614,-0.007195856887847185,0,errors,6,0.010006413,0.008302363,0.0013008064,0.0056133377,0.023576405,error 0.009760 stayed below threshold 0.016956; highest contribution from errors at window step 6
dev_12,273,2025-01-01 22:45:00,2025-01-01 23:30:00,0,10,0.009664965,0.016955720726400614,-0.0072907558642327785,0,errors,5,0.014064494,0.006359239,0.0012034096,0.0053873165,0.021310365,error 0.009665 stayed below threshold 0.016956; highest contribution from errors at window step 5
dev_12,274,2025-01-01 22:50:00,2025-01-01 23:35:00,0,10,0.008282405,0.016955720726400614,-0.008673315402120352,0,errors,4,0.014248801,0.0018069912,0.0009428075,0.0036759737,0.020737449,error 0.008282 stayed below threshold 0.016956; highest contribution from errors at window step 4
dev_12,275,2025-01-01 22:55:00,2025-01-01 23:40:00,0,10,0.009451223,0.016955720726400614,-0.007504498120397329,0,errors,3,0.014208557,0.0037760686,0.0008832831,0.004618331,0.023769872,error 0.009451 stayed below threshold 0.016956; highest contribution from errors at window step 3
dev_12,276,2025-01-01 23:00:00,2025-01-01 23:45:00,0,10,0.00890798,0.016955720726400614,-0.008047740440815687,0,errors,2,0.015683793,0.006149287,0.0008893943,0.0019819092,0.019835519,error 0.008908 stayed below threshold 0.016956; highest contribution from errors at window step 2
dev_12,277,2025-01-01 23:05:00,2025-01-01 23:50:00,0,10,0.007226686,0.016955720726400614,-0.00972903473302722,0,cpu,1,0.014774961,0.006343053,0.0014461491,0.0014273402,0.01214193,error 0.007227 stayed below threshold 0.016956; highest contribution from cpu at window step 1
dev_12,278,2025-01-01 23:10:00,2025-01-01 23:55:00,1,10,0.02227155,0.016955720726400614,0.00531582860276103,1,in_octets,9,0.025508821,0.008142995,0.032913044,0.019021139,0.025771756,error 0.022272 exceeded threshold 0.016956 by 0.005316; highest contribution from in_octets at window step 9
dev_12,279,2025-01-01 23:15:00,2025-01-02 00:00:00,0,10,0.021303387,0.016955720726400614,0.004347666632384062,1,in_octets,8,0.026001563,0.006646082,0.035252504,0.017691003,0.020925786,error 0.021303 exceeded threshold 0.016956 by 0.004348; highest contribution from in_octets at window step 8
dev_12,280,2025-01-01 23:20:00,2025-01-02 00:05:00,0,10,0.02118315,0.016955720726400614,0.004227429162710905,1,in_octets,7,0.02649732,0.007364405,0.034609232,0.019719163,0.017725628,error 0.021183 exceeded threshold 0.016956 by 0.004227; highest contribution from in_octets at window step 7
dev_12,281,2025-01-01 23:25:00,2025-01-02 00:10:00,0,10,0.0224185,0.016955720726400614,0.005462780129164457,1,in_octets,6,0.027254801,0.012117487,0.03447608,0.02234993,0.015894203,error 0.022419 exceeded threshold 0.016956 by 0.005463; highest contribution from in_octets at window step 6
dev_12,282,2025-01-01 23:30:00,2025-01-02 00:15:00,0,10,0.023049045,0.016955720726400614,0.00609332462772727,1,in_octets,5,0.03164186,0.009634016,0.034167647,0.022436414,0.017365288,error 0.023049 exceeded threshold 0.016956 by 0.006093; highest contribution from in_octets at window step 5
dev_12,283,2025-01-01 23:35:00,2025-01-02 00:20:00,0,10,0.02041803,0.016955720726400614,0.0034623085521161556,1,in_octets,4,0.02831997,0.0036545857,0.036465798,0.021091614,0.01255817,error 0.020418 exceeded threshold 0.016956 by 0.003462; highest contribution from in_octets at window step 4
dev_12,284,2025-01-01 23:40:00,2025-01-02 00:25:00,0,10,0.021244315,0.016955720726400614,0.004288594704121351,1,in_octets,3,0.02659655,0.003341594,0.03692815,0.021539694,0.017815595,error 0.021244 exceeded threshold 0.016956 by 0.004289; highest contribution from in_octets at window step 3
dev_12,285,2025-01-01 23:45:00,2025-01-02 00:30:00,0,10,0.021545205,0.016955720726400614,0.004589484538882971,1,in_octets,2,0.0282845,0.0039023962,0.0392119,0.023418859,0.012908367,error 0.021545 exceeded threshold 0.016956 by 0.004589; highest contribution from in_octets at window step 2
dev_12,286,2025-01-01 23:50:00,2025-01-02 00:35:00,0,10,0.022447465,0.016955720726400614,0.005491744261234999,1,in_octets,1,0.02819336,0.0044309823,0.03895842,0.026640613,0.014013958,error 0.022447 exceeded threshold 0.016956 by 0.005492; highest contribution from in_octets at window step 1
dev_12,287,2025-01-01 23:55:00,2025-01-02 00:40:00,0,10,0.020611076,0.016955720726400614,0.0036553549580276012,1,out_octets,0,0.024759531,0.0036603224,0.03173003,0.03269993,0.010205565,error 0.020611 exceeded threshold 0.016956 by 0.003655; highest contribution from out_octets at window step 0
dev_12,288,2025-01-02 00:00:00,2025-01-02 00:45:00,0,10,0.00929488,0.016955720726400614,-0.007660841103643179,0,errors,8,0.011218582,0.0050971196,0.008441536,0.0071615325,0.0145556275,error 0.009295 stayed below threshold 0.016956; highest contribution from errors at window step 8
dev_12,289,2025-01-02 00:05:00,2025-01-02 00:50:00,0,10,0.010123823,0.016955720726400614,-0.006831897888332605,0,errors,8,0.013943377,0.0055689807,0.006107572,0.0059777647,0.019021422,error 0.010124 stayed below threshold 0.016956; highest contribution from errors at window step 8
dev_12,290,2025-01-02 00:10:00,2025-01-02 00:55:00,0,10,0.008926483,0.016955720726400614,-0.008029237855225801,0,errors,7,0.01394291,0.00388308,0.0062502576,0.0061745076,0.014381659,error 0.008926 stayed below threshold 0.016956; highest contribution from errors at window step 7
dev_12,291,2025-01-02 00:15:00,2025-01-02 01:00:00,0,10,0.011031946,0.016955720726400614,-0.005923774559050798,0,cpu,6,0.016122658,0.014235405,0.0065188147,0.0067814677,0.011501384,error 0.011032 stayed below threshold 0.016956; highest contribution from cpu at window step 6
dev_12,292,2025-01-02 00:20:00,2025-01-02 01:05:00,0,10,0.010690834,0.016955720726400614,-0.006264886353164911,0,memory,5,0.012589368,0.013839727,0.0038343065,0.009352615,0.01383816,error 0.010691 stayed below threshold 0.016956; highest contribution from memory at window step 5
dev_12,293,2025-01-02 00:25:00,2025-01-02 01:10:00,0,10,0.01095394,0.016955720726400614,-0.006001780275255442,0,cpu,4,0.014903357,0.012337694,0.0054375296,0.010471522,0.011619595,error 0.010954 stayed below threshold 0.016956; highest contribution from cpu at window step 4
dev_12,294,2025-01-02 00:30:00,2025-01-02 01:15:00,0,10,0.010058138,0.016955720726400614,-0.0068975831381976604,0,cpu,3,0.013583073,0.00828224,0.0060215816,0.009685063,0.012718727,error 0.010058 stayed below threshold 0.016956; highest contribution from cpu at window step 3
dev_12,295,2025-01-02 00:35:00,2025-01-02 01:20:00,0,10,0.01065723,0.016955720726400614,-0.006298490334302187,0,cpu,2,0.013662216,0.011055362,0.005981703,0.009469952,0.013116924,error 0.010657 stayed below threshold 0.016956; highest contribution from cpu at window step 2
dev_12,296,2025-01-02 00:40:00,2025-01-02 01:25:00,0,10,0.010787173,0.016955720726400614,-0.006168547552078962,0,errors,1,0.012559453,0.01158854,0.008097433,0.008106563,0.013583879,error 0.010787 stayed below threshold 0.016956; highest contribution from errors at window step 1
dev_12,297,2025-01-02 00:45:00,2025-01-02 01:30:00,0,10,0.008121324,0.016955720726400614,-0.008834396954625845,0,cpu,3,0.009778654,0.009067481,0.006639389,0.007888513,0.0072325813,error 0.008121 stayed below threshold 0.016956; highest contribution from cpu at window step 3
dev_12,298,2025-01-02 00:50:00,2025-01-02 01:35:00,0,10,0.007592829,0.016955720726400614,-0.009362891782075167,0,memory,2,0.009189756,0.010940749,0.0072012627,0.0073049916,0.0033273858,error 0.007593 stayed below threshold 0.016956; highest contribution from memory at window step 2
dev_12,299,2025-01-02 00:55:00,2025-01-02 01:40:00,0,10,0.009438633,0.016955720726400614,-0.007517087738960981,0,memory,1,0.008323556,0.014359629,0.0069161104,0.0075352415,0.010058633,error 0.009439 stayed below threshold 0.016956; highest contribution from memory at window step 1
dev_12,300,2025-01-02 01:00:00,2025-01-02 01:45:00,0,10,0.0072855786,0.016955720726400614,-0.009670142084360123,0,errors,0,0.007826599,0.007831758,0.0052395873,0.005447932,0.0100820195,error 0.007286 stayed below threshold 0.016956; highest contribution from errors at window step 0
dev_12,301,2025-01-02 01:05:00,2025-01-02 01:50:00,0,10,0.007483519,0.016955720726400614,-0.009472201578319073,0,errors,6,0.0020831553,0.008011082,0.010152695,0.006906173,0.010264486,error 0.007484 stayed below threshold 0.016956; highest contribution from errors at window step 6
dev_12,302,2025-01-02 01:10:00,2025-01-02 01:55:00,0,10,0.0080580115,0.016955720726400614,-0.00889770919457078,0,in_octets,5,0.0018714869,0.010417968,0.0115808705,0.006114974,0.010304758,error 0.008058 stayed below threshold 0.016956; highest contribution from in_octets at window step 5
dev_12,303,2025-01-02 01:15:00,2025-01-02 02:00:00,0,10,0.008594118,0.016955720726400614,-0.008361602667719126,0,in_octets,4,0.0077671977,0.009571949,0.009996715,0.005683991,0.009950739,error 0.008594 stayed below threshold 0.016956; highest contribution from in_octets at window step 4
dev_12,304,2025-01-02 01:20:00,2025-01-02 02:05:00,0,10,0.008205134,0.016955720726400614,-0.008750586304813623,0,errors,3,0.0062410496,0.008835664,0.009791356,0.004617113,0.011540493,error 0.008205 stayed below threshold 0.016956; highest contribution from errors at window step 3
dev_12,305,2025-01-02 01:25:00,2025-01-02 02:10:00,0,10,0.0071058907,0.016955720726400614,-0.009849830064922571,0,errors,2,0.005628425,0.008068683,0.008610493,0.00361452,0.009607332,error 0.007106 stayed below threshold 0.016956; highest contribution from errors at window step 2
dev_12,306,2025-01-02 01:30:00,2025-01-02 02:15:00,0,10,0.0075694197,0.016955720726400614,-0.009386301040649414,0,memory,1,0.008397721,0.0093185855,0.0076840357,0.0034578093,0.008988951,error 0.007569 stayed below threshold 0.016956; highest contribution from memory at window step 1
dev_12,307,2025-01-02 01:35:00,2025-01-02 02:20:00,0,10,0.010538224,0.016955720726400614,-0.006417496595531702,0,errors,0,0.010037707,0.009879972,0.009017302,0.00563916,0.01811698,error 0.010538 stayed below threshold 0.016956; highest contribution from errors at window step 0
dev_12,308,2025-01-02 01:40:00,2025-01-02 02:25:00,0,10,0.0073249107,0.016955720726400614,-0.009630810003727674,0,memory,7,0.0073247864,0.007844169,0.007840062,0.006348831,0.007266704,error 0.007325 stayed below threshold 0.016956; highest contribution from memory at window step 7
dev_12,309,2025-01-02 01:45:00,2025-01-02 02:30:00,0,10,0.0077344524,0.016955720726400614,-0.009221268352121115,0,cpu,6,0.011280736,0.008034541,0.0073946463,0.005153353,0.006808984,error 0.007734 stayed below threshold 0.016956; highest contribution from cpu at window step 6
dev_12,310,2025-01-02 01:50:00,2025-01-02 02:35:00,0,10,0.008606215,0.016955720726400614,-0.008349505718797445,0,memory,5,0.012379486,0.013493398,0.0067746835,0.0026869527,0.0076965494,error 0.008606 stayed below threshold 0.016956; highest contribution from memory at window step 5
dev_12,311,2025-01-02 01:55:00,2025-01-02 02:40:00,0,10,0.008994464,0.016955720726400614,-0.00796125689521432,0,cpu,8,0.013127412,0.012279989,0.0064351037,0.006161315,0.0069685006,error 0.008994 stayed below threshold 0.016956; highest contribution from cpu at window step 8
